Sentence,Sentiment,sentence
Mr. Doring has been with Eaton since 1989 and acted as the Business Unit Manager for Eaton 's Power Controls Business Unit since January 2007 .,neutral,Herr Dring ist seit 1989 bei Eaton und seit Januar 2007 als Business Unit Manager für Eaton's Power Controls Business Unit tätig.
"The 250 sq m 2,691 sq ft store in Copenhagen 's premier shopping district was inaugurated today , further strengthening the company 's presence in Nordic capitals .",positive,"Das 250 qm große 2.691 qm große Geschäft in Kopenhagens führendem Einkaufsviertel wurde heute eingeweiht , wodurch die Präsenz des Unternehmens in den nordischen Hauptstädten weiter gestärkt wurde ."
"In the financial statement for the first quarter of 2010 , Tikkurila is reported under discontinued operations .",neutral,Im Jahresabschluss für das erste Quartal 2010 wird Tikkurila unter nicht fortgeführten Geschäftsbereichen ausgewiesen .
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",positive,"Der weltweit zweitgrößte Edelstahlhersteller sagte , dass der Nettogewinn im Dreimonatszeitraum bis zum 31 . Dezember von 172 Mio . Euros auf 603 Mio . US$ 781 Mio . oder 3 ,33 US$ 4 ,31 pro Aktie oder 0,94 Euros pro Aktie im Vorjahr gestiegen ist ."
"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009",neutral,"Name des Anmelders : Jot Automation OYName des Erfinders : Mammila Tuomo , Piirainen Mika and Kellokoski MikaAntrag Nr. : 2424-KOLNP-2008 ADatum der Anmeldung : 16-06-2008Publikationsdatum : 30/01/2009"
Netflix Grows Efforts To Create Loyal Customers $NFLX https://t.co/5QXBkoBphe,positive,"Netflix verstärkt Anstrengungen, um treue Kunden zu schaffen $NFLX https://t.co/5QXBkoBphe"
"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",negative,"Der OMX Nordic 40 OMXN40 Index , bestehend aus den 40 am meisten gehandelten nordischen Aktien an der Nasdaq OMX Börse , schloss am Donnerstag 0,87 % mit 1.064,14 Punkten ab ."
$AAPL nibbling on a small long via 525.. buying off 13min charts..,positive,$AAPL Nibbling auf einem kleinen langen über 525.. Kauf von 13min Charts..
The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,negative,"Die operative Marge der Division Aker Yards Cruise & Ferries ging im ersten Quartal 2007 von 8,3 % auf 6,4 % zurück."
"$TYC just about to break out to new highs, lots of technicals looking great right now.",positive,"$TYC gerade im Begriff, auf neue Höhen zu brechen, viele Technik sieht toll aus im Moment."
"Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010 .",neutral,"Eero Katajavuori , derzeit Group Vice President , Human Resources , wird ab dem 1 ."
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",neutral,"Was ist mit $LULU? Zahlen sah gut aus, nicht gut, aber gut. Ich denke, Telefonkonferenz wird Vertrauen einflößen."
The adjustment measures will be carried out in phases to secure the delivery capability .,neutral,"Die Anpassungsmaßnahmen werden in Phasen durchgeführt , um die Lieferfähigkeit zu sichern ."
"Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers , Tyrvaan Sanomat and Paikallissanomat , appearing in Sastamala and its neighbouring municipalities , are to be bought by Suomen Paikallissanomat Oy .",neutral,"Alma Media Corporation Pressemitteilung 15. März 2010 TYRVAAN SANOMAT UND PAIKALLISSANOMAT BEI SUOMEN PAIKALLISSANOMAT Zwei lokale Papiere , Tyrvaan Sanomat und Paikallissanomat , erscheinen in Sastamala und seinen Nachbargemeinden , werden von Suomen Paikallissanomat Oy gekauft werden ."
"Temporary lay-offs , affecting the entire workforce , will also be implemented .",negative,"Auch befristete Entlassungen , die die gesamte Belegschaft betreffen , werden umgesetzt ."
"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo .",neutral,"Ein Treffen für die Medien und Analysten findet am selben Tag um 10:30 Uhr im Stonesoft Headquarter in Helsinki , Italahdenkatu 22 A. Der Zwischenbericht wird von Stonesoft's CEO Ilkka Hiidenheimo vorgestellt werden ."
"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .",neutral,"Finnische Sampo-Rosenlew produziert etwa sieben Forstmaschinen monatlich, und etwa die Hälfte der Maschinen werden exportiert."
"Facebook, near a buy point last week, faces a different technical test today https://t.co/c72LLMpiNM $FB $AAPL $NFLX https://t.co/fPFbYTYPuY",positive,"Facebook, in der Nähe eines Kaufpunktes letzte Woche, steht vor einem anderen technischen Test heute https://t.co/c72LLMpiNM $FB $AAPL $NFLX https://t.co/fPFbYTYPuY"
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",positive,"4 . Februar 2011 - Der finnische Anbieter von Breitband-Datenkommunikationssystemen Teleste Oyj HEL : TLT1V sagte am Mittwoch, dass sein Nettogewinn im Jahr 2010 von 416 000 EUR im Jahr 2009 auf 4 ,8 Mio EUR gestiegen ist und seinen Dividendenvorschlag aufgehoben hat ."
$FREE Ha Heeeeeere comes the pump! So glad I picked up 9K end of day! Get ready for the bull ride!,positive,"$FREE Ha Heeeeeere kommt die Pumpe! So froh, dass ich 9K Ende des Tages! Machen Sie sich bereit für die Stierfahrt!"
"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .",positive,"Der finnische Technologiekonzern Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) hat am Donnerstag ( 13 . November ) seinen Bericht über das dritte Quartal veröffentlicht und im dritten Quartal 2007 ein operatives Ergebnis in Höhe von 0,4 Mio . EUR gegenüber einem Verlust von 0,5 Mio . EUR erzielt ."
"The building complex consists of high-quality office and retail space totalling 49,200 square metres , the company said .",neutral,"Der Gebäudekomplex besteht aus hochwertigen Büro- und Einzelhandelsflächen von insgesamt 49.200 Quadratmetern , sagte das Unternehmen ."
Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,neutral,Die finnische Versicherungsgesellschaft Fennia und Kesko Group beenden ihre loyale Kundenkooperation.
The unit is planned to be operational during the second half of 2007 and in full stream in 2008 .,neutral,Die Einheit soll im zweiten Halbjahr 2007 in Betrieb gehen und 2008 in vollem Gange sein .
"ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .",neutral,Der Anteil der ITG am Deal wird auf etwa 500.000 Euro $ 627.000 geschätzt .
The plant is expected to enter commercial operation by mid-2009 .,neutral,Die Anlage soll bis Mitte 2009 in Betrieb genommen werden.
Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,neutral,Aspo hat auch die Absatzmöglichkeiten des Elektronikgeschäfts von Kaukomarkkinat untersucht .
BG Group appoints new CEO one month early,neutral,BG Group ernennt neuen CEO einen Monat früher
The acquisition will have an immediate positive impact on Aspocomp 's financial result .,positive,Der Erwerb wird sich unmittelbar positiv auf das Finanzergebnis von Aspocomp auswirken .
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",negative,"Finnairs Passagierlastfaktor , der die Anzahl der verkauften Sitze als Anteil an allen verfügbaren Sitzplätzen misst , sank im September um 1,3 Prozentpunkte auf 76,7 % ."
RT @bman1 $LNG looks primed also $EGHT poised to run too...,positive,RT @bman1 $LNG sieht primed auch $EGHT bereit zu laufen...
It is also 7.7 pct above the 12-month volume weighted average price of the stock .,positive,"Sie liegt ebenfalls 7,7 pct über dem 12-Monats-Volumen gewichteten Durchschnittskurs der Aktie ."
Coke dividend - 3%. Google dividend - 0%. For passive income Coke takes it. $GOOG $KO https://t.co/QBsoWjxOST,neutral,Cola Dividende - 3%. Google Dividende - 0%. Für passive Erträge Cola nimmt es. $GOOG $KO https://t.co/QBsoWjxOST
"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .",positive,"Der Gewinn vor Steuern lag bei 5,4 Mio EUR , gegenüber 3,6 Mio EUR im Vorjahr ."
The subsidiary is setting up a facility for manufacturing high-density interconnection printed circuit boards or PCBs at Nokia 's special economic zone at Sriperumbudur near Chennai .,neutral,Die Tochtergesellschaft errichtet eine Anlage zur Herstellung von Leiterplatten oder Leiterplatten mit hoher Dichte in der Sonderwirtschaftszone von Nokia in Sriperumbudur bei Chennai .
$CRM Sep 40 calls are +35% since entry #BANG http://stks.co/deDm,positive,$CRM September 40 Anrufe sind +35% seit Eintrag #BANG http://stks.co/deDm
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",negative,"Im Januar bis Juni 2010 beliefen sich die verwässerten Verluste je Aktie im ersten Halbjahr 2009 auf EUR 0,3 gegenüber EUR 0,1 ."
Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .,positive,"Rapala sagte, es schätzt, es wird Einsparungen von 1-2 mln eur pro Jahr durch die Zentralisierung seiner französischen Operationen an einem Standort zu machen."
$VMW  Got a nice push today following small sweepers of May C this morning,positive,$VMW Haben einen schönen Schub heute nach kleinen Kehrmaschinen von Mai C heute Morgen
That topped consensus forecasts for earnings of 0.21 euros a share .,positive,"Das übertraf Konsensprognosen für ein Ergebnis von 0,21 Euro pro Aktie ."
R&D Loan ) .,neutral,FuE-Darlehen) .
"In future , the company intends to look for know-how from outside the company and to cooperate with other actors in the sector .",positive,Künftig will das Unternehmen Know-how von außerhalb des Unternehmens suchen und mit anderen Akteuren der Branche zusammenarbeiten.
"You need to be ready when the window opens up , Rosberg said .",neutral,"Sie müssen bereit sein, wenn das Fenster öffnet sich , Rosberg sagte ."
"More than 50,000 tonnes of asphalt mix will be used in the contract .",neutral,Im Vertrag werden mehr als 50.000 Tonnen Asphaltmischung verwendet.
"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .",neutral,"PA ) , JPMorgan Chase und Co ( NYSE : JPM ) und die Pohjoa Bank sind gemeinsame Lead-Manager des Senior , ungesicherten Deals ."
$CTRP  breaking out here on good vol and a parser buy signal  ..noticed this on bob langs comments looking for 48 fast,positive,$CTRP brechen hier auf gute Vol und ein Parser kaufen Signal ..noticed dies auf Bob langs Kommentare auf der Suche nach 48 schnell
"Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % .",neutral,"Im Januar gingen die Verkäufe in Finnland um 10,5 % zurück , während die Verkäufe außerhalb Finnlands um 17 % zurückgingen ."
"The pulp production in Finnish Kemij+ñrvi will also be liquidated and about 1,100 employees loose their jobs .",negative,Auch die Zellstoffproduktion in finnischem Kemij+ñrvi wird liquidiert und rund 1.100 Mitarbeiter verlieren ihre Arbeitsplätze.
Nordea was the cheapest also for a couple in their 30s with debt .,neutral,Nordea war die billigste auch für ein Paar in ihren 30er Jahren mit Schulden .
"Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board .",neutral,"Jussi Pesonen , Mitglied des Sampo Boards seit 2006 , wird seinen Sitz in Sampo Board verzichten ."
"Tesla is recalling 2,700 Model X cars: https://t.co/8Z7BkVsTl9 $TSLA",negative,Tesla erinnert sich an 2.700 Modell X Autos: https://t.co/8Z7BkVsTl9 $TSLA
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",positive,"Bereinigt um Änderungen der Konzernstruktur stieg der Umsatz der Division um 1,7 % ."
"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",neutral,"Das Unternehmen hat gesagt , dass es sich mit höheren Öl- und Gaspreisen auseinandergesetzt hat , die die Energie - , Rohstoff - und Transportkosten in die Höhe getrieben haben ."
The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .,positive,"Die Änderung des Vorschlags vereinfacht den vorgeschlagenen Plan und erhöht den Anreiz für wichtige Mitarbeiter, im Unternehmen zu bleiben ."
The solution will now be expanded to include all ground staff tasks .,neutral,Die Lösung wird nun um alle Aufgaben des Bodenpersonals erweitert .
"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",negative,"Der Betriebsverlust betrug 3,2 Mio . EUR im Vergleich zu einem Ergebnis von 7,2 Mio . EUR im dritten Quartal 2008 ."
"On #FEDDAY looking for a sharp move up in equities $AAPL $HD $LOW $FB seeing $UVXY $TVIX getting hammered, even though market is down.",positive,"Am #FEDDAY auf der Suche nach einem scharfen Schritt nach oben in Aktien $AAPL $HD $LOW $FB sehen $UVXY $TVIX immer gehämmert, obwohl der Markt ist unten."
"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",positive,"Der Nettoumsatz belief sich im entsprechenden Zeitraum 2005 auf 93,6 Mio EUR gegenüber 93,2 Mio EUR ."
As a consequence the Works Council had withdrawn its petition to suspend the reorganisation .,neutral,Infolgedessen hatte der Betriebsrat seine Petition zur Aussetzung der Umstrukturierung zurückgezogen .
